Id,Frame,Time,Probability,FaceX0,FaceY0,FaceWidth,FaceHeight,Admiration,Adoration,Aesthetic Appreciation,Amusement,Anger,Anxiety,Awe,Awkwardness,Boredom,Calmness,Concentration,Contemplation,Confusion,Contempt,Contentment,Craving,Determination,Disappointment,Disgust,Distress,Doubt,Ecstasy,Embarrassment,Empathic Pain,Entrancement,Envy,Excitement,Fear,Guilt,Horror,Interest,Joy,Love,Nostalgia,Pain,Pride,Realization,Relief,Romance,Sadness,Satisfaction,Desire,Shame,Surprise (negative),Surprise (positive),Sympathy,Tiredness,Triumph,AU1 Inner Brow Raise,AU2 Outer Brow Raise,AU4 Brow Lowerer,AU5 Upper Lid Raise,AU6 Cheek Raise,AU7 Lids Tight,AU9 Nose Wrinkle,AU10 Upper Lip Raiser,AU11 Nasolabial Furrow Deepener,AU12 Lip Corner Puller,AU14 Dimpler,AU15 Lip Corner Depressor,AU16 Lower Lip Depress,AU17 Chin Raiser,AU18 Lip Pucker,AU19 Tongue Show,AU20 Lip Stretch,AU22 Lip Funneler,AU23 Lip Tightener,AU24 Lip Presser,AU25 Lips Part,AU26 Jaw Drop,AU27 Mouth Stretch,AU28 Lips Suck,AU32 Bite,AU34 Puff,AU37 Lip Wipe,AU38 Nostril Dilate,AU43 Eye Closure,AU53 Head Up,AU54 Head Down,Hand over Mouth,Hand over Eyes,Hand over Forehead,Hand over Face,Hand touching Face / Head,Beaming,Biting lip,Cheering,Cringe,Cry,Eyes closed,Face in hands,Frown,Gasp,Glare,Glaring,Grimace,Grin,Jaw drop,Laugh,Licking lip,Pout,Scowl,Smile,Smirk,Snarl,Squint,Sulking,Tongue out,Wide-eyed,Wince,Wrinkled nose
face_0,0,0.0,0.9998735189437866,309.6570129394531,228.10096740722656,197.77450561523438,269.31443786621094,0.10504835098981857,0.053792305290699005,0.06876765191555023,0.12268786877393723,0.05225079506635666,0.14292050898075104,0.3004235327243805,0.21484559774398804,0.38329368829727173,0.36246299743652344,0.4695453941822052,0.19839051365852356,0.5406889319419861,0.11904217302799225,0.0782197117805481,0.06945893913507462,0.11465221643447876,0.21380117535591125,0.06026157736778259,0.15022945404052734,0.35534119606018066,0.035657498985528946,0.08630548417568207,0.05551993474364281,0.17707780003547668,0.04209911450743675,0.0844009518623352,0.14530593156814575,0.05693313106894493,0.10315385460853577,0.3499757945537567,0.0520642027258873,0.050028495490550995,0.04777149856090546,0.05299295112490654,0.04110715538263321,0.25924158096313477,0.0759313777089119,0.0339820422232151,0.09620717912912369,0.07994276285171509,0.0735141709446907,0.044269900768995285,0.20894213020801544,0.2324885129928589,0.05131113529205322,0.2373998612165451,0.026259442791342735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,10,0.3333333333333333,0.9982317090034485,323.44805908203125,225.91851806640625,198.76275634765625,276.9513244628906,0.0869719609618187,0.04794902354478836,0.05926504731178284,0.12088628113269806,0.06079007685184479,0.1556590348482132,0.3017272651195526,0.22419288754463196,0.3687213361263275,0.2653886675834656,0.34985050559043884,0.1662684977054596,0.5517808198928833,0.12535831332206726,0.06716130673885345,0.08246361464262009,0.09892153739929199,0.2290123552083969,0.0846187025308609,0.18308553099632263,0.33338063955307007,0.04622088372707367,0.09232251346111298,0.0667286366224289,0.15173496305942535,0.039088133722543716,0.09011543542146683,0.18590737879276276,0.05793946981430054,0.14179833233356476,0.27457791566848755,0.0527806282043457,0.04713039845228195,0.04527013748884201,0.08452123403549194,0.037606898695230484,0.23484697937965393,0.07164712250232697,0.034841470420360565,0.11440301686525345,0.08694262057542801,0.10830002278089523,0.04870406910777092,0.2464035153388977,0.20151343941688538,0.044859640300273895,0.26496317982673645,0.030129972845315933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,20,0.6666666666666666,0.9995152950286865,310.96710205078125,232.19589233398438,210.41094970703125,284.9482727050781,0.07604563236236572,0.04149117320775986,0.0527552105486393,0.11703135073184967,0.06363527476787567,0.15472957491874695,0.29938727617263794,0.23479364812374115,0.38809069991111755,0.2736188769340515,0.34076476097106934,0.13841792941093445,0.5381755232810974,0.12411141395568848,0.06549826264381409,0.06685265898704529,0.09043530374765396,0.2331651747226715,0.0979885384440422,0.1874217540025711,0.3107934296131134,0.041543472558259964,0.09767875075340271,0.07169546186923981,0.14176012575626373,0.037095993757247925,0.0878819152712822,0.1934901773929596,0.05898585915565491,0.16071262955665588,0.25918346643447876,0.051590822637081146,0.04262463003396988,0.0415782630443573,0.08786549419164658,0.033761657774448395,0.2215089052915573,0.06548421084880829,0.02919243834912777,0.12263070791959763,0.077865831553936,0.08416733145713806,0.050544630736112595,0.28931355476379395,0.22945371270179749,0.04728413745760918,0.278148353099823,0.026497868821024895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,30,1.0,0.9999773502349854,312.6448059082031,230.6781005859375,194.95748901367188,260.645751953125,0.0831172913312912,0.042918942868709564,0.06203824281692505,0.09030278772115707,0.060817282646894455,0.16762784123420715,0.2113000899553299,0.2129611223936081,0.41938063502311707,0.4161589741706848,0.585669219493866,0.2314646989107132,0.6469362378120422,0.13180243968963623,0.07242002338171005,0.05566670745611191,0.12178145349025726,0.24234792590141296,0.07281991094350815,0.17720863223075867,0.4366423487663269,0.023759903386235237,0.0885222926735878,0.0707230344414711,0.17182303965091705,0.04523855447769165,0.05512390285730362,0.15355628728866577,0.07185447961091995,0.09385935962200165,0.3468334972858429,0.03841268643736839,0.040635399520397186,0.048511605709791183,0.06616006046533585,0.03415875509381294,0.2283628135919571,0.056403711438179016,0.02726662904024124,0.14663326740264893,0.05791083723306656,0.05015993490815163,0.05180148780345917,0.18296051025390625,0.16675810515880585,0.061191245913505554,0.23579953610897064,0.01713905856013298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,40,1.3333333333333333,0.9998064637184143,291.41815185546875,222.08995056152344,202.46304321289062,279.0701141357422,0.0764881893992424,0.04405908286571503,0.06178230792284012,0.07184835523366928,0.06696056574583054,0.17954589426517487,0.1241493746638298,0.19566738605499268,0.44988691806793213,0.48325005173683167,0.6135970950126648,0.26907777786254883,0.5650361776351929,0.1565207839012146,0.08069948107004166,0.0546533539891243,0.13477274775505066,0.29885420203208923,0.08012170344591141,0.20177443325519562,0.42686912417411804,0.01941702514886856,0.09015332907438278,0.08834239840507507,0.1588873714208603,0.04822375252842903,0.03716028109192848,0.12944605946540833,0.09180684387683868,0.05774052068591118,0.31394127011299133,0.033992961049079895,0.043918684124946594,0.06139889732003212,0.09386121481657028,0.03927888348698616,0.19834157824516296,0.05583789572119713,0.02951439470052719,0.23984238505363464,0.059279438108205795,0.04605085402727127,0.0672631487250328,0.09779270738363266,0.07382981479167938,0.06984354555606842,0.27133023738861084,0.0160648413002491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,50,1.6666666666666667,0.9999749660491943,275.4595947265625,221.9500732421875,196.94332885742188,276.5654602050781,0.08697044849395752,0.044483721256256104,0.061317265033721924,0.09150057286024094,0.05459796264767647,0.1633014678955078,0.24772681295871735,0.21035608649253845,0.3442184627056122,0.3532349169254303,0.5269830226898193,0.22215501964092255,0.6874998211860657,0.12619778513908386,0.0650385394692421,0.0581786222755909,0.11340662837028503,0.23603186011314392,0.07335776090621948,0.17680995166301727,0.4401873052120209,0.024769233539700508,0.09095887839794159,0.06828167289495468,0.16963577270507812,0.0438089445233345,0.05915319174528122,0.15972532331943512,0.06901101768016815,0.10206455737352371,0.3416004776954651,0.037730950862169266,0.04044771566987038,0.0476892814040184,0.06487691402435303,0.03203892707824707,0.24966256320476532,0.05656162276864052,0.028177112340927124,0.1314779818058014,0.057097140699625015,0.05476021394133568,0.05042819306254387,0.20754680037498474,0.18913736939430237,0.05839620530605316,0.22248238325119019,0.01767110824584961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,60,2.0,0.9998263716697693,285.64849853515625,209.4415283203125,212.8310546875,300.324951171875,0.04953005164861679,0.048086054623126984,0.04735979810357094,0.13548865914344788,0.04590010643005371,0.11170880496501923,0.11215382069349289,0.16038379073143005,0.3089727461338043,0.3271096646785736,0.1694355458021164,0.08113818615674973,0.21181601285934448,0.10224573314189911,0.12697727978229523,0.07405686378479004,0.05485741049051285,0.22008231282234192,0.09675251692533493,0.197999969124794,0.12460796535015106,0.1515122354030609,0.09117598831653595,0.07588799297809601,0.12357398867607117,0.02036106027662754,0.10423530638217926,0.08505094051361084,0.05626658350229263,0.059014931321144104,0.12321186065673828,0.09726117551326752,0.09072545170783997,0.05272597074508667,0.20834283530712128,0.04410681873559952,0.16012124717235565,0.2769511640071869,0.05968436971306801,0.12530361115932465,0.2882997989654541,0.28646859526634216,0.0633668601512909,0.07171951979398727,0.05439267307519913,0.029540538787841797,0.5947129130363464,0.0504809245467186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,70,2.3333333333333335,0.9999700784683228,295.9770812988281,208.55795288085938,214.09664916992188,306.1555480957031,0.08502046763896942,0.04062323272228241,0.052203159779310226,0.11074431985616684,0.06350410729646683,0.1537560224533081,0.41933590173721313,0.2096291035413742,0.27689406275749207,0.21737627685070038,0.35471847653388977,0.15100833773612976,0.6043578386306763,0.10636912286281586,0.05120580643415451,0.05872227996587753,0.09559907019138336,0.20683856308460236,0.07762493193149567,0.172536700963974,0.35643237829208374,0.03534117341041565,0.09746327251195908,0.06222962960600853,0.14774994552135468,0.03933971747756004,0.09399965405464172,0.22545456886291504,0.057235341519117355,0.20808438956737518,0.28660255670547485,0.04257876053452492,0.03582674264907837,0.03844200074672699,0.06416067481040955,0.030682489275932312,0.26359421014785767,0.04986085370182991,0.02390344627201557,0.09149304032325745,0.05656294897198677,0.0547596774995327,0.04472539201378822,0.39519983530044556,0.3691900968551636,0.04628486558794975,0.19511079788208008,0.024410737678408623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,80,2.6666666666666665,0.9999902248382568,288.6766052246094,205.16990661621094,221.24053955078125,307.47511291503906,0.09288826584815979,0.046589724719524384,0.06280800700187683,0.09380131959915161,0.05338473618030548,0.15830771625041962,0.2813389301300049,0.2008354365825653,0.3183204233646393,0.32469838857650757,0.4981769025325775,0.2221381664276123,0.6661520004272461,0.12212834507226944,0.06281078606843948,0.060616325587034225,0.11259141564369202,0.22772400081157684,0.06835073232650757,0.17268162965774536,0.42936909198760986,0.026863757520914078,0.08953441679477692,0.06570608913898468,0.17314650118350983,0.043918099254369736,0.06351888179779053,0.1652677357196808,0.06620986759662628,0.10873496532440186,0.3367200493812561,0.037205811589956284,0.04088369011878967,0.04881836101412773,0.062405720353126526,0.03341561555862427,0.2666786015033722,0.05948420614004135,0.028616275638341904,0.12154397368431091,0.0579010471701622,0.05579567700624466,0.0480707511305809,0.21635876595973969,0.20830433070659637,0.055495940148830414,0.21190567314624786,0.01955519989132881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
face_0,90,3.0,0.9999780654907227,287.02899169921875,202.92428588867188,225.362548828125,327.7377014160156,0.09173548966646194,0.04642117768526077,0.05997376888990402,0.10944514721632004,0.06234611198306084,0.15449020266532898,0.3091691732406616,0.20813453197479248,0.3119734823703766,0.28633230924606323,0.450152724981308,0.19304096698760986,0.6336124539375305,0.12080885469913483,0.06228441745042801,0.063168004155159,0.11293432116508484,0.22509047389030457,0.0765807256102562,0.17177961766719818,0.4011601507663727,0.03161301836371422,0.09306363761425018,0.0653737336397171,0.16154946386814117,0.043445780873298645,0.07912104576826096,0.17150157690048218,0.06291988492012024,0.12815912067890167,0.33038464188575745,0.04420701786875725,0.04267473518848419,0.04455685615539551,0.06541161984205246,0.0346938818693161,0.25793927907943726,0.05720365047454834,0.028962459415197372,0.11195123940706253,0.0631035789847374,0.062215279787778854,0.04815873131155968,0.2556743621826172,0.2524687945842743,0.05236107110977173,0.21095158159732819,0.023107953369617462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
